sku;_store;_attribute_set;_type;_category;_root_category;_product_websites;capacidade;color;cost;country_of_manufacture;created_at;custom_design;custom_design_from;custom_design_to;custom_layout_update;descricaogoogleshopping;description;em_deal;em_featured;em_hot;export_pluggto;faixa_etaria;fit_size;gallery;genero;gift_message_available;googleshopping_category;googleshopping_condition;googleshopping_exclude;has_options;hover;image;image_label;manufacturer;marca;material;media_gallery;meta_description;meta_keyword;meta_title;minimal_price;msrp;msrp_display_actual_price_type;msrp_enabled;name;ncm;news_from_date;news_to_date;options_container;page_layout;posting_days;postmethods;price;required_options;seller_id;short_description;small_image;small_image_label;special_from_date;special_price;special_to_date;status;tamanho;tax_class_id;thumbnail;thumbnail_label;updated_at;url_key;url_path;visibility;volume_altura;volume_comprimento;volume_largura;weight;qty;min_qty;use_config_min_qty;is_qty_decimal;backorders;use_config_backorders;min_sale_qty;use_config_min_sale_qty;max_sale_qty;use_config_max_sale_qty;is_in_stock;notify_stock_qty;use_config_notify_stock_qty;manage_stock;use_config_manage_stock;stock_status_changed_auto;use_config_qty_increments;qty_increments;use_config_enable_qty_inc;enable_qty_increments;is_decimal_divided;_links_related_sku;_links_related_position;_links_crosssell_sku;_links_crosssell_position;_links_upsell_sku;_links_upsell_position;_associated_sku;_associated_default_qty;_associated_position;_tier_price_website;_tier_price_customer_group;_tier_price_qty;_tier_price_price;_group_price_website;_group_price_customer_group;_group_price_price;_media_attribute_id;_media_image;_media_lable;_media_position;_media_is_disabled;_super_products_sku;_super_attribute_code;_super_attribute_option;_super_attribute_price_corr
;;;;Saúde/Bem Estar/Acessórios para Higiene;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PA7327-1N;0;;;;;;;;;;;;;;;88;/p/o/porta-chupeta-embalagem.jpg;;2;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5232;0;;;;;;;;;;;;;;;88;/p/o/porta-chupeta-aberto.jpg;;3;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7232;0;;;;;;;;;;;;;;;;;;;;;;;
6717;;Default;simple;Brinquedos/Lazer;Todas as categorias;base;;Colorido;;;2018-10-23 20:15:56;;;;;Telefone da Buba é uma ótima opção para presentear o seu bebê, com luz e som para a estimulação dos sentidos. Utilizando 2 pilhas a hora de aprender e brincar vai ser muito mais divertida.;"<p>Telefone da Buba &eacute; uma &oacute;tima op&ccedil;&atilde;o para presentear o seu beb&ecirc;, com luz e som para a estimula&ccedil;&atilde;o dos sentidos. Utilizando 2 pilhas a hora de aprender e brincar vai ser muito mais divertida.</p>";0;0;0;Sim;1 Ano;;;Unissex;;;;Não;0;;/b/u/buba-fone-embalagem.jpg;;;BUBA;Poliestireno (PS), Acrilonitrila Butadieno Estireno (ABS);;Compre agora o seu Buba Fone na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Buba Fone – BUBA – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Buba Fone - BUBA;7899525667170;;;Info Coluna de Produto;;;;54.9000;0;;"<ul>
<li>Feito em material at&oacute;xico.</li>
<li>Todos os bot&otilde;es emitem luz e som quando pressionados.</li>
</ul>";/b/u/buba-fone.jpg;;2019-03-08 00:00:00;39.9000;;1;Único;0;/b/u/buba-fone.jpg;;2019-05-31 19:36:04;celular-de-brinquedo-buba-teclas-com-luz-e-som-colorido-bufa-fone;celular-de-brinquedo-buba-teclas-com-luz-e-som-colorido-bufa-fone;4;12;17;2;0.2000;10.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;1;;1;0;1;0;1;0.0000;1;0;0;6701;0;6690;0;;;;;;;;;;;;;88;/b/u/buba-fone-embalagem.jpg;;2;0;;;;
;;;;Brinquedos/Lazer/Brinquedos Musicais;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6715;0;C1147;0;;;;;;;;;;;;;88;/b/u/buba-fone.jpg;;1;0;;;;
;;;;Promoções;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6690;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C1147;0;;;;;;;;;;;;;;;;;;;;;;;
7561;;Default;simple;Brinquedos/Lazer/Almofadas e Pelúcias;Todas as categorias;base;;Cinza;;;2018-10-24 16:46:25;;;;;Amor a primeira vista, seu bebê irá adorar ter no quartinho, usando como decoração, para brincar, perfeito para tirar fotos acompanhando crescimento do bebê e outras diversas utilidades, simplesmente perfeito. Muito confortável, macia, com toda a qualidade e segurança que a criança merece e com Selo do Inmetro, segurança para seu Bebê.;"<p><span>Amor a primeira vista, seu beb&ecirc; ir&aacute; adorar ter no quartinho, usando como decora&ccedil;&atilde;o, para brincar, perfeito para tirar fotos acompanhando crescimento do beb&ecirc; e outras diversas utilidades, simplesmente perfeito. Muito confort&aacute;vel, macia, com toda a qualidade e seguran&ccedil;a que a crian&ccedil;a merece e com Selo do Inmetro, seguran&ccedil;a para seu Beb&ecirc;.</span></p>";0;0;0;Sim;0+ meses;;;Unissex;;;;Não;0;;/a/l/almofada-elefante-gigante-lateral_1.jpg;;;BUBA;POLIÉSTER;;Compre agora a sua Almofada Elefante Gigante na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Almofada Elefante Gigante – BUBA – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Almofada Elefante Gigante -  BUBA;7899525675618;;;Info Coluna de Produto;;;;149.9000;0;;"<div>A almofada elefante gigante decora o quartinho e serve de apoio e travesseiro para o beb&ecirc;.&nbsp;Garanta aconchego do seu beb&ecirc;.</div>";/a/l/almofada-elefante-gigante_1.jpg;;;;;1;Único;0;/a/l/almofada-elefante-gigante-lateral_1.jpg;;2019-05-31 19:36:53;almofada-elefante-gigante-buba;almofada-elefante-gigante-buba;4;50;60;30;1.5000;0.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;0;;1;0;1;1;1;0.0000;1;0;0;Meia Baby Sapatinho na Botinha - PUKET;0;S8147;0;;;;;;;;;;;;;88;/a/l/almofada-elefante-gigante-lateral_1.jpg;;2;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S8147;0;BUP2010;0;;;;;;;;;;;;;88;/a/l/almofada-elefante-gigante_1.jpg;;1;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUP2026;0;;;;;;;;;;;;;;;88;/a/l/almofada-elefante-gigante-crian_a.jpg;;3;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUP2022;0;;;;;;;;;;;;;;;88;/a/l/almofada-elefante-gigante-cinza.jpg;;4;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUP2064;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUP2261;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BUP2010;0;;;;;;;;;;;;;;;;;;;;;;;
6706;;Default;simple;Brinquedos/Lazer/Brinquedos para Banho;Todas as categorias;base;;Estampado;;;2018-10-24 16:56:50;;;;;Os brinquedos de banho Aprenda a contar tornam a hora do banho muito mais divertida! Feitos em EVA, os brinquedos de banho se aderem à parede quando molhados. O mais legal é que acompanha um cestinho para guardar os brinquedos e manter tudo organizado. ;"<p><span>Os brinquedos de banho Aprenda a contar tornam a hora do banho muito mais divertida! Feitos em EVA, os brinquedos de banho se aderem &agrave; parede quando molhados. O mais legal &eacute; que acompanha um cestinho para guardar os brinquedos e manter tudo organizado.&nbsp;</span></p>";0;0;0;Sim;6+ meses;;;Unissex;;;;Não;0;;/b/r/brinquedo-de-banho-aprenda-a-contar.jpg;;;BUBA;EVA atóxico;;Compre agora o seu Brinquedo de Banho Aprenda a Contar na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Brinquedo de Banho Aprenda a Contar – BUBA – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Brinquedo de Banho Aprenda a Contar - BUBA;7899525667064;;;Info Coluna de Produto;;1;;49.9000;0;;"<p>Cont&eacute;m: Quebra-cabe&ccedil;a com 10 pe&ccedil;as e 1 sacolinha com ventosa. Idade recomendada: &agrave; partir de 6 meses.</p>";/b/r/brinquedo-de-banho-aprenda-a-contar.jpg;;;;;1;Único;0;/b/r/brinquedo-de-banho-aprenda-a-contar.jpg;;2019-11-17 23:48:17;brinquedos-de-banho-aprenda-a-contar-buba;brinquedos-de-banho-aprenda-a-contar-buba;4;25;10;15;0.2500;11.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;1;;1;0;1;0;1;0.0000;1;0;0;6717;0;;;;;;;;;;;;;;;88;/b/r/brinquedo-de-banho-aprenda-a-contar-agua.jpg;;1;0;;;;
;;;;Black Friday;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6690;0;;;;;;;;;;;;;;;88;/b/r/brinquedo-de-banho-aprenda-a-contar-elefante.jpg;;2;0;;;;
;;;;Black Friday/50% de Desconto;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6846;0;;;;;;;;;;;;;;;88;/b/r/brinquedo-de-banho-aprenda-a-contar-hipopotamo.jpg;;3;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5827;0;;;;;;;;;;;;;;;88;/b/r/brinquedo-de-banho-aprenda-a-contar-leao.jpg;;4;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7521;0;;;;;;;;;;;;;;;88;/b/r/brinquedo-de-banho-aprenda-a-contar.jpg;;5;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;/b/r/brinquedo-de-banho-aprenda-a-contar-onca.jpg;;6;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;/b/r/brinquedo-de-banho-aprenda-a-contar-macaco.jpg;;7;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;/b/r/brinquedo-de-banho-aprenda-a-contar-panda.jpg;;8;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;/b/r/brinquedo-de-banho-aprenda-a-contar-rinoceronte.jpg;;9;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;/b/r/brinquedo-de-banho-aprenda-a-contar-urso.jpg;;10;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;/b/r/brinquedo-de-banho-aprenda-a-contar-zebra.jpg;;11;0;;;;
6843;;Default;simple;Brinquedos/Lazer;Todas as categorias;base;;Estampado;;;2018-10-24 17:05:25;;;;;O Ginásio de Atividades com piano da Buba é super colorido e possui dois bichinhos e um espelhinho pendurados num arco para estimular o desenvolvimento físico e sensorial do bebê. Produzido com material de qualidade, é macio e almofadado para garantir o conforto das crianças. Possui um piano removível, que pode ser também preso no berço.;"<p><span>O Gin&aacute;sio de Atividades com piano da Buba &eacute; super colorido e possui dois bichinhos e um espelhinho pendurados num arco para estimular o desenvolvimento f&iacute;sico e sensorial do beb&ecirc;. Produzido com material de qualidade, &eacute; macio e almofadado para garantir o conforto das crian&ccedil;as. Possui um piano remov&iacute;vel, que pode ser tamb&eacute;m preso no ber&ccedil;o.</span></p>";0;0;0;Sim;1 Ano;;;Unissex;;;;Não;0;;/g/i/ginasio-de-atividades-com-piano.jpg;;;BUBA;acrinolitrina butadireno estireno (ABS), polipropileno (PP) e poliéster. Livre de ftalatos. produto 100% atóxico;;Compre agora o seu Ginásio De Atividades Piano na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Ginásio De Atividades Piano – BUBA – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Ginásio De Atividades Piano - BUBA;7899525668436;;;Info Coluna de Produto;;;;289.9000;0;;"<p><span>&Eacute; ideal na hora de divertir e estimular o aprendizado dos beb&ecirc;s. Acompanha diversas fases do beb&ecirc; e contribui para o crescimento saud&aacute;vel da crian&ccedil;a, atrav&eacute;s de cores e formas, texturas e sons com tema Animais.</span></p>";/g/i/ginasio-de-atividades-com-piano.jpg;;2019-04-25 00:00:00;209.9000;;1;Único;0;/g/i/ginasio-de-atividades-com-piano.jpg;;2019-05-31 19:39:23;ginasio-de-atividades-piano-buba;ginasio-de-atividades-piano-buba;4;25;10;15;1.0000;0.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;0;;1;0;1;1;1;0.0000;1;0;0;6754;0;;;;;;;;;;;;;;;88;/g/i/ginasio-de-atividades-com-piano.jpg;;1;0;;;;
;;;;Brinquedos/Lazer/Tapetes e Ginásio de atividades;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6701;0;;;;;;;;;;;;;;;88;/g/i/ginasio-de-atividades-com-piano-embalagem.jpg;;2;0;;;;
;;;;Promoções;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6848;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6690;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6846;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7521;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C1147;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;U1147;0;;;;;;;;;;;;;;;;;;;;;;;
BB002;;Default;simple;Eletrônicos/Babás Eletrônicas;Todas as categorias;base;;Branco;;;2018-10-24 18:10:35;;;;;A Babá Eletrônica Baby permite que você ouça o seu bebê a qualquer hora. Além disso possui alerta visual para som, luzes que indicam o funcionamento do aparelho e pilhas fracas. Com o clip para fixação você pode levar o receptor á qualquer lugar e realizar suas tarefas enquanto seu bebê dorme tranquilo. O clip permite também que você fixe o receptor ou transmissor na parede ou berô. ;"<p><span>A Bab&aacute; Eletr&ocirc;nica Baby permite que voc&ecirc; ou&ccedil;a o seu beb&ecirc; a qualquer hora. Al&eacute;m disso possui alerta visual para som, luzes que indicam o funcionamento do aparelho e pilhas fracas. Com o clip para fixa&ccedil;&atilde;o voc&ecirc; pode levar o receptor &aacute; qualquer lugar e realizar suas tarefas enquanto seu beb&ecirc; dorme tranquilo. O clip permite tamb&eacute;m que voc&ecirc; fixe o receptor ou transmissor na parede ou ber&ocirc;.&nbsp;</span></p>";0;0;0;Sim;Sem Faixa Etária;;;Unissex;;;;Não;0;;/b/a/baba-eletronica-digital-com-audio-embalagem.jpg;;;MULTIKIDS;PLáSTICO ABS;;;;;;;Utilizar configuração;Utilizar configuração;Babá Eletrônica Digital com Áudio - MULTIKIDS;7898506467839;;;Info Coluna de Produto;;;;134.9000;0;;"<p>Possui 2 op&ccedil;&otilde;es de canais para transmiss&otilde;es sem ru&iacute;dos, controle do volume e alcance de at&eacute; 100 metros.</p>";/b/a/baba-eletronica-digital-com-audio.jpg;;;;;1;Único;0;/b/a/baba-eletronica-digital-com-audio-embalagem.jpg;;2019-02-27 18:35:56;baba-eletronica-digital-com-audio-multikids;baba-eletronica-digital-com-audio-multikids;4;23;6;20;0.2000;0.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;0;;1;0;1;1;1;0.0000;1;0;0;;;;;;;;;;;;;;;;;88;/b/a/baba-eletronica-digital-com-audio-lateral.jpg;;1;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;/b/a/baba-eletronica-digital-com-audio.jpg;;2;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;/b/a/baba-eletronica-digital-com-audio-embalagem.jpg;;3;0;;;;
6754;;Default;simple;Brinquedos/Lazer;Todas as categorias;base;;Estampado;;;2018-10-24 18:13:24;;;;;É impermeável, seguro, macio para bebês, crianças e para os pais. O tapete pode ser usado em ambientes abertos e fechados, ajuda a amortecer a queda das crianças evitando lesões mais graves e não permite o contato direto no chão gelado.;"<p>&Eacute; imperme&aacute;vel, seguro, macio para beb&ecirc;s, crian&ccedil;as e para os pais. O tapete pode ser usado em ambientes abertos e fechados, ajuda a amortecer a queda das crian&ccedil;as evitando les&otilde;es mais graves e n&atilde;o permite o contato direto no ch&atilde;o gelado.</p>";0;0;0;Sim;3+ meses;;;Unissex;;;;Não;0;;/t/a/tapete-de-atividades-happy-friends.jpg;;;BUBA; Poliéster, plástico;;Compre agora o seu Tapete Happy Friends na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Tapete Happy Friends – BUBA – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Tapete Happy Friends - BUBA;7899525667545;;;Info Coluna de Produto;;;;144.9000;0;;"<ul>
<li>Fabricado em material at&oacute;xico, livre de bisfenol e ftalatos.&nbsp;</li>
<li>Dupla face, com estampas diferentes em cada lado. F&aacute;cil de limpar, imperme&aacute;vel e acolchoado.</li>
</ul>";/t/a/tapete-de-atividades-happy-friends-dupla-face.jpg;;;;;2;Único;0;/t/a/tapete-de-atividades-happy-friends-dupla-face.jpg;;2019-05-31 19:41:00;tapete-happy-friends-buba;tapete-happy-friends-buba;4;180;;120;1.0000;0.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;0;;1;0;1;1;1;0.0000;1;0;0;6843;0;6701;0;;;;;;;;;;;;;88;/t/a/tapete-de-atividades-happy-friends-embalagem.jpg;;1;0;;;;
;;;;Brinquedos/Lazer/Tapetes e Ginásio de atividades;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6701;0;C1147;0;;;;;;;;;;;;;88;/t/a/tapete-de-atividades-happy-friends-dupla-face.jpg;;2;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7532;0;;;;;;;;;;;;;;;88;/t/a/tapete-de-atividades-happy-friends.jpg;;3;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7534;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7537;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6849;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C1147;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;U1147;0;;;;;;;;;;;;;;;;;;;;;;;
BB012;;Default;simple;Alimentação/Aquecedores e Esterilizadores;Todas as categorias;base;;Branco;;;2018-10-24 18:20:27;;;;;"É excelente para quem gosta de sair e manter as chupetas esterilizadas. Nunca foi tão fácil cuidar da saúde do seu bebê! Com o Esterilizador de Chupetas da Multikids Baby garanta a qualidade na desinfecção da chupeta. É um produto compacto, desenvolvido em plástico material resistente, durável e fácil de usar. Um excelente acessório para auxiliar nos cuidados da higiene do bebê.

";"<p><span>&Eacute;<span>&nbsp;excelente para quem gosta de sair e manter as chupetas esterilizadas. Nunca foi t&atilde;o f&aacute;cil cuidar da sa&uacute;de do seu beb&ecirc;! Com o Esterilizador de Chupetas da Multikids Baby garanta a qualidade na desinfec&ccedil;&atilde;o da chupeta. &Eacute; um produto compacto, desenvolvido em pl&aacute;stico material resistente, dur&aacute;vel e f&aacute;cil de usar. Um excelente acess&oacute;rio para auxiliar nos cuidados da higiene do beb&ecirc;.</span></span></p>
<p><span></span></p>";0;0;0;Sim;Sem Faixa Etária;;;Unissex;;;;Não;0;;/e/s/esterelizador-de-chupeta-fechado.jpg;;;MULTIKIDS;Plástico;;Compre agora o seu Esterilizador de Chupeta na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Esterilizador de Chupeta – MULTIKIDS – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Esterilizador de Chupeta - MULTIKIDS;7898506471928;;;Info Coluna de Produto;;;;64.9000;0;;"<p>Esteriliza chupetas e bicos de mamadeira, port&aacute;til. Elimina 99% dos germes atrav&eacute;s de luz UV.</p>";/e/s/esterelizador-de-chupeta.jpg;;2019-04-25 00:00:00;49.9000;;1;Único;0;/e/s/esterelizador-de-chupeta-fechado.jpg;;2019-05-31 19:42:23;esterilizador-de-chupeta-multikids;esterilizador-de-chupeta-multikids;4;10;8;8;0.2500;3.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;1;;1;0;1;0;1;0.0000;1;0;0;5418;0;5418;0;;;;;;;;;;;;;88;/e/s/esterelizador-de-chupeta-fechado.jpg;;2;0;;;;
;;;;Eletrônicos;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB170;0;;;;;;;;;;;;;;;88;/e/s/esterelizador-de-chupeta.jpg;;1;0;;;;
;;;;Eletrônicos/Esterilizadores;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PA7327-1N;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;Promoções;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7482;0;;;;;;;;;;;;;;;;;;;;;;;
